0,2020-05-19 14:05:27,55.000,80.550,13.880,39.450
0,2020-05-19 14:05:31,55.000,80.550,13.880,39.450
0,2020-05-19 14:05:33,55.000,80.550,13.880,39.450
0,2020-05-19 14:05:36,55.000,80.550,13.880,39.450
0,2020-05-19 14:05:39,55.000,80.550,13.880,39.450
0,2020-05-19 14:05:42,55.000,80.550,13.880,39.450
0,2020-05-19 14:05:45,55.000,80.550,13.880,39.450
0,2020-05-19 14:05:51,55.000,80.550,13.880,39.450
0,2020-05-19 14:05:58,55.000,80.550,13.880,39.450
0,2020-05-19 14:06:09,55.000,80.550,13.880,39.450
0,2020-05-19 14:06:14,55.000,80.550,13.880,39.450
0,2020-05-19 14:06:19,55.000,80.550,13.880,39.450
0,2020-05-19 14:06:24,55.000,80.550,13.880,39.450
0,2020-05-19 14:06:29,55.000,80.550,13.880,39.450
0,2020-05-20 13:08:28,54.100,81.100,13.880,38.600
0,2020-05-20 13:08:34,54.100,81.050,13.880,38.600
0,2020-05-20 13:08:37,54.100,81.050,13.880,38.600
0,2020-05-20 13:08:42,54.100,81.050,13.880,38.600
0,2020-05-20 13:08:45,54.100,81.050,13.880,38.600
0,2020-05-20 13:08:49,54.100,81.050,13.880,38.600
0,2020-05-20 13:08:53,54.100,81.050,13.880,38.600
0,2020-05-20 13:08:56,54.100,81.050,13.880,38.550
0,2020-05-20 13:08:59,54.100,81.050,13.880,38.550
0,2020-05-20 13:09:01,54.100,81.050,13.880,38.550
0,2020-05-20 13:09:04,54.050,81.050,13.880,38.550
0,2020-05-20 13:09:07,54.050,81.050,13.880,38.500
0,2020-05-20 13:09:10,54.050,81.050,13.880,38.550
0,2020-05-20 13:09:13,54.050,81.050,13.880,38.550
0,2020-05-20 13:09:15,54.050,81.050,13.880,38.550
0,2020-05-20 13:09:18,54.050,81.050,13.880,38.550
0,2020-05-20 13:09:21,54.050,81.050,13.880,38.550
0,2020-05-20 13:09:24,54.100,81.100,13.880,38.550
0,2020-05-20 13:09:28,54.100,81.100,13.880,38.550
0,2020-05-20 13:09:31,54.100,81.100,13.880,38.550
0,2020-05-20 13:09:34,54.100,81.100,13.880,38.550
0,2020-05-20 13:09:36,54.100,81.100,13.880,38.550
0,2020-05-20 13:09:39,54.050,81.100,13.880,38.550
0,2020-05-20 13:09:42,54.050,81.100,13.880,38.550
0,2020-05-20 13:09:45,54.000,81.100,13.880,38.550
0,2020-05-20 13:09:48,54.000,81.100,13.880,38.550
0,2020-05-20 13:09:51,54.000,81.100,13.880,38.550
0,2020-05-20 13:09:54,54.000,81.100,13.880,38.500
0,2020-05-20 13:09:57,54.050,81.100,13.880,38.500
0,2020-05-20 13:10:00,54.050,81.100,13.880,38.550
0,2020-05-20 13:10:03,54.050,81.100,13.880,38.550
0,2020-05-20 13:10:06,54.050,81.100,13.880,38.550
0,2020-05-20 13:10:09,54.050,81.100,13.880,38.550
0,2020-05-20 13:10:11,54.000,81.100,13.880,38.500
0,2020-05-20 13:10:14,54.000,81.100,13.880,38.500
0,2020-05-20 13:10:18,54.000,81.100,13.880,38.550
0,2020-05-20 13:10:20,54.000,81.100,13.900,38.550
0,2020-05-20 13:10:23,54.000,81.100,13.880,38.550
0,2020-05-20 13:10:26,54.000,81.100,13.880,38.550
0,2020-05-20 13:10:29,54.000,81.100,13.880,38.550
0,2020-05-20 13:10:32,54.000,81.100,13.880,38.550
0,2020-05-20 13:10:35,54.000,81.100,13.880,38.550
0,2020-05-20 13:10:38,54.000,81.100,13.880,38.550
0,2020-05-20 13:10:40,54.000,81.100,13.880,38.550
0,2020-05-20 13:10:43,54.000,81.100,13.880,38.550
0,2020-05-20 13:10:46,54.000,81.100,13.880,38.550
0,2020-05-20 13:10:49,54.000,81.100,13.880,38.550
0,2020-05-20 13:10:52,54.000,81.100,13.880,38.550
0,2020-05-20 13:10:56,54.000,81.100,13.880,38.550
0,2020-05-20 13:11:00,54.000,81.100,13.880,38.550
0,2020-05-20 13:11:04,54.000,81.100,13.880,38.500
